Category,DayOfWeek,Time,PdDistrict,Resolution
ASSAULT,Wednesday,14:40,SOUTHERN,NONE
OTHER OFFENSES,Thursday,00:52,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,00:30,MISSION,NONE
ARSON,Monday,18:00,INGLESIDE,NONE
VEHICLE THEFT,Friday,18:00,INGLESIDE,NONE
VANDALISM,Saturday,21:35,TARAVAL,NONE
BURGLARY,Sunday,19:00,PARK,NONE
NON-CRIMINAL,Monday,19:04,INGLESIDE,NONE
NON-CRIMINAL,Tuesday,19:34,BAYVIEW,NONE
ASSAULT,Wednesday,19:44,BAYVIEW,NONE
NON-CRIMINAL,Monday,15:36,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,20:30,RICHMOND,NONE
LARCENY/THEFT,Saturday,02:45,SOUTHERN,NONE
OTHER OFFENSES,Monday,13:38,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,12:00,SOUTHERN,NONE
RUNAWAY,Sunday,10:20,BAYVIEW,NONE
LARCENY/THEFT,Saturday,06:10,CENTRAL,NONE
OTHER OFFENSES,Sunday,09:24,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,12:00,TARAVAL,NONE
OTHER OFFENSES,Tuesday,17:00,BAYVIEW,"ARREST, BOOKED"
FRAUD,Thursday,15:00,RICHMOND,NONE
NON-CRIMINAL,Wednesday,17:00,CENTRAL,NONE
ASSAULT,Thursday,19:50,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,15:00,MISSION,NONE
WARRANTS,Thursday,21:30,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,Sunday,00:40,MISSION,NONE
OTHER OFFENSES,Monday,10:33,TARAVAL,NONE
ASSAULT,Tuesday,23:00,TARAVAL,NONE
NON-CRIMINAL,Thursday,13:30,INGLESIDE,NONE
LARCENY/THEFT,Tuesday,17:15,TARAVAL,NONE
LARCENY/THEFT,Tuesday,00:01,BAYVIEW,NONE
LARCENY/THEFT,Friday,20:30,NORTHERN,NONE
ASSAULT,Monday,19:14,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,00:20,CENTRAL,NONE
LARCENY/THEFT,Friday,11:00,NORTHERN,NONE
SUSPICIOUS OCC,Saturday,08:57,CENTRAL,NONE
WARRANTS,Monday,23:52,CENTRAL,"ARREST, BOOKED"
BAD CHECKS,Thursday,12:30,MISSION,NONE
VANDALISM,Friday,03:05,CENTRAL,NONE
LARCENY/THEFT,Monday,13:00,NORTHERN,NONE
OTHER OFFENSES,Tuesday,12:26,SOUTHERN,"ARREST, BOOKED"
SECONDARY CODES,Sunday,21:07,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,Friday,00:35,NORTHERN,"ARREST, BOOKED"
ASSAULT,Sunday,16:55,RICHMOND,NONE
VANDALISM,Wednesday,18:00,CENTRAL,NONE
MISSING PERSON,Friday,09:00,MISSION,NONE
WARRANTS,Saturday,13:10,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Friday,08:33,INGLESIDE,NONE
LARCENY/THEFT,Sunday,15:45,CENTRAL,NONE
DRUG/NARCOTIC,Monday,06:51,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Wednesday,15:00,CENTRAL,NONE
LARCENY/THEFT,Sunday,16:00,INGLESIDE,NONE
LARCENY/THEFT,Sunday,10:00,SOUTHERN,NONE
ASSAULT,Sunday,16:40,MISSION,NONE
SUSPICIOUS OCC,Saturday,08:00,BAYVIEW,NONE
OTHER OFFENSES,Friday,01:48,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,Saturday,18:40,BAYVIEW,NONE
VANDALISM,Friday,07:00,CENTRAL,NONE
ASSAULT,Sunday,20:00,BAYVIEW,NONE
BURGLARY,Wednesday,23:00,TARAVAL,NONE
WEAPON LAWS,Thursday,10:17,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Friday,19:00,CENTRAL,NONE
OTHER OFFENSES,Sunday,15:55,PARK,NONE
LARCENY/THEFT,Wednesday,14:20,MISSION,NONE
LARCENY/THEFT,Thursday,00:15,CENTRAL,NONE
OTHER OFFENSES,Monday,12:10,CENTRAL,"ARREST, BOOKED"
ASSAULT,Friday,23:25,NORTHERN,"ARREST, BOOKED"
BURGLARY,Friday,17:00,CENTRAL,NONE
ROBBERY,Saturday,03:52,MISSION,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,00:01,MISSION,NONE
ASSAULT,Sunday,10:35,SOUTHERN,NONE
VANDALISM,Wednesday,10:00,NORTHERN,NONE
MISSING PERSON,Tuesday,20:04,INGLESIDE,NONE
OTHER OFFENSES,Tuesday,19:18,TARAVAL,"ARREST, BOOKED"
WARRANTS,Friday,07:01,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,18:30,MISSION,NONE
FRAUD,Tuesday,23:34,TENDERLOIN,NONE
WARRANTS,Sunday,19:08,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,18:30,PARK,NONE
LARCENY/THEFT,Wednesday,02:00,MISSION,NONE
LARCENY/THEFT,Friday,13:30,CENTRAL,NONE
SUSPICIOUS OCC,Monday,18:15,TARAVAL,NONE
ASSAULT,Friday,14:00,MISSION,NONE
NON-CRIMINAL,Friday,12:00,SOUTHERN,NONE
WARRANTS,Friday,20:00,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,Thursday,21:40,NORTHERN,NONE
OTHER OFFENSES,Monday,18:53,NORTHERN,NONE
LARCENY/THEFT,Sunday,21:00,SOUTHERN,NONE
ASSAULT,Monday,19:00,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,22:30,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,05:45,TENDERLOIN,"ARREST, BOOKED"
MISSING PERSON,Wednesday,06:50,BAYVIEW,NONE
SUSPICIOUS OCC,Monday,07:00,BAYVIEW,NONE
STOLEN PROPERTY,Tuesday,15:56,MISSION,"ARREST, BOOKED"
WARRANTS,Monday,14:47,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,09:00,PARK,NONE
LARCENY/THEFT,Sunday,09:00,PARK,NONE
NON-CRIMINAL,Thursday,12:30,CENTRAL,NONE
OTHER OFFENSES,Tuesday,22:41,NORTHERN,"ARREST, BOOKED"
KIDNAPPING,Friday,15:20,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,19:15,PARK,"ARREST, BOOKED"
WARRANTS,Saturday,12:35,PARK,"ARREST, BOOKED"
ASSAULT,Tuesday,17:15,SOUTHERN,NONE
LARCENY/THEFT,Sunday,04:20,TARAVAL,NONE
LARCENY/THEFT,Monday,03:42,CENTRAL,NONE
ASSAULT,Friday,10:52,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,04:00,NORTHERN,NONE
LARCENY/THEFT,Thursday,14:00,BAYVIEW,NONE
NON-CRIMINAL,Saturday,10:54,SOUTHERN,NONE
LARCENY/THEFT,Monday,09:00,CENTRAL,NONE
ASSAULT,Wednesday,23:07,CENTRAL,NONE
NON-CRIMINAL,Wednesday,18:01,INGLESIDE,NONE
WARRANTS,Tuesday,15:17,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,Sunday,04:30,NORTHERN,"ARREST, BOOKED"
ASSAULT,Saturday,01:52,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,09:45,NORTHERN,NONE
LARCENY/THEFT,Saturday,14:00,NORTHERN,NONE
OTHER OFFENSES,Friday,21:00,INGLESIDE,"ARREST, BOOKED"
NON-CRIMINAL,Wednesday,20:19,BAYVIEW,NONE
LARCENY/THEFT,Monday,10:00,SOUTHERN,NONE
RECOVERED VEHICLE,Friday,01:38,NORTHERN,NONE
OTHER OFFENSES,Monday,08:00,CENTRAL,NONE
NON-CRIMINAL,Wednesday,09:56,CENTRAL,NONE
LARCENY/THEFT,Monday,20:00,BAYVIEW,NONE
BURGLARY,Sunday,03:54,MISSION,NONE
ASSAULT,Sunday,05:00,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Friday,06:45,SOUTHERN,NONE
VANDALISM,Saturday,21:50,NORTHERN,NONE
LARCENY/THEFT,Wednesday,12:45,BAYVIEW,NONE
LARCENY/THEFT,Thursday,19:00,RICHMOND,NONE
"SEX OFFENSES, FORCIBLE",Wednesday,22:00,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,17:28,SOUTHERN,"ARREST, BOOKED"
WARRANTS,Sunday,16:10,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Wednesday,19:30,PARK,NONE
FRAUD,Friday,20:00,NORTHERN,NONE
ASSAULT,Saturday,01:30,CENTRAL,NONE
OTHER OFFENSES,Friday,00:04,PARK,"ARREST, BOOKED"
ROBBERY,Wednesday,12:10,TENDERLOIN,NONE
LARCENY/THEFT,Thursday,16:30,INGLESIDE,NONE
LARCENY/THEFT,Wednesday,08:15,CENTRAL,NONE
LARCENY/THEFT,Tuesday,09:20,MISSION,NONE
LARCENY/THEFT,Sunday,12:30,SOUTHERN,NONE
LARCENY/THEFT,Thursday,19:50,MISSION,"ARREST, BOOKED"
EMBEZZLEMENT,Friday,10:29,CENTRAL,NONE
LARCENY/THEFT,Saturday,19:00,RICHMOND,NONE
LARCENY/THEFT,Monday,10:00,TARAVAL,NONE
ASSAULT,Tuesday,16:20,MISSION,NONE
ASSAULT,Thursday,07:35,RICHMOND,NONE
NON-CRIMINAL,Thursday,14:00,CENTRAL,NONE
SECONDARY CODES,Thursday,13:23,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,19:00,NORTHERN,NONE
ASSAULT,Monday,14:28,NORTHERN,NONE
BURGLARY,Friday,15:45,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,15:00,SOUTHERN,NONE
ARSON,Thursday,13:03,BAYVIEW,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,13:00,RICHMOND,NONE
LARCENY/THEFT,Saturday,02:33,NORTHERN,NONE
ASSAULT,Friday,11:00,TENDERLOIN,NONE
WARRANTS,Sunday,07:06,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,19:30,NORTHERN,NONE
OTHER OFFENSES,Saturday,11:30,RICHMOND,NONE
NON-CRIMINAL,Sunday,22:15,CENTRAL,NONE
OTHER OFFENSES,Sunday,12:00,BAYVIEW,NONE
LARCENY/THEFT,Friday,21:00,BAYVIEW,NONE
NON-CRIMINAL,Saturday,16:00,RICHMOND,NONE
NON-CRIMINAL,Sunday,04:35,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,18:00,CENTRAL,NONE
LARCENY/THEFT,Friday,19:40,SOUTHERN,NONE
TRESPASS,Wednesday,09:29,BAYVIEW,"ARREST, BOOKED"
VEHICLE THEFT,Monday,17:00,NORTHERN,NONE
MISSING PERSON,Saturday,18:35,SOUTHERN,NONE
ASSAULT,Saturday,22:30,SOUTHERN,NONE
ASSAULT,Thursday,15:40,NORTHERN,NONE
TRESPASS,Friday,18:40,SOUTHERN,"ARREST, BOOKED"
PROSTITUTION,Thursday,10:00,TARAVAL,"ARREST, BOOKED"
ASSAULT,Tuesday,14:25,MISSION,"ARREST, BOOKED"
DRUNKENNESS,Monday,01:55,TARAVAL,"ARREST, BOOKED"
FORGERY/COUNTERFEITING,Monday,19:01,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Sunday,16:25,PARK,NONE
BURGLARY,Thursday,15:52,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,Thursday,13:00,MISSION,NONE
VANDALISM,Thursday,22:00,BAYVIEW,NONE
SUSPICIOUS OCC,Tuesday,13:41,NORTHERN,NONE
LARCENY/THEFT,Monday,02:00,CENTRAL,NONE
NON-CRIMINAL,Sunday,12:40,TARAVAL,NONE
LARCENY/THEFT,Friday,08:45,BAYVIEW,NONE
LARCENY/THEFT,Saturday,20:30,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,20:00,NORTHERN,NONE
LARCENY/THEFT,Saturday,17:15,CENTRAL,NONE
LARCENY/THEFT,Monday,17:30,BAYVIEW,NONE
OTHER OFFENSES,Monday,00:20,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Friday,18:30,SOUTHERN,NONE
DRUG/NARCOTIC,Friday,15:16,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,22:45,MISSION,NONE
LARCENY/THEFT,Thursday,17:45,INGLESIDE,NONE
WARRANTS,Friday,18:58,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,Sunday,05:40,SOUTHERN,NONE
LARCENY/THEFT,Saturday,04:40,MISSION,NONE
OTHER OFFENSES,Saturday,07:33,TARAVAL,"ARREST, BOOKED"
BURGLARY,Wednesday,12:00,SOUTHERN,NONE
WARRANTS,Thursday,13:54,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Wednesday,09:50,CENTRAL,"ARREST, BOOKED"
VEHICLE THEFT,Friday,17:47,BAYVIEW,NONE
ASSAULT,Friday,00:10,NORTHERN,NONE
ASSAULT,Wednesday,20:30,TARAVAL,"ARREST, BOOKED"
SECONDARY CODES,Sunday,12:15,SOUTHERN,NONE
ASSAULT,Thursday,13:40,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Friday,19:10,SOUTHERN,NONE
ASSAULT,Tuesday,00:30,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,18:30,CENTRAL,NONE
NON-CRIMINAL,Wednesday,09:11,BAYVIEW,NONE
LARCENY/THEFT,Wednesday,17:15,CENTRAL,NONE
ASSAULT,Thursday,17:10,MISSION,"ARREST, BOOKED"
ASSAULT,Sunday,16:46,SOUTHERN,NONE
LARCENY/THEFT,Saturday,12:00,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,23:30,TENDERLOIN,NONE
NON-CRIMINAL,Friday,17:00,MISSION,NONE
ASSAULT,Tuesday,18:22,MISSION,NONE
VANDALISM,Wednesday,12:30,TARAVAL,NONE
MISSING PERSON,Wednesday,15:00,RICHMOND,NONE
LARCENY/THEFT,Tuesday,21:00,CENTRAL,NONE
ASSAULT,Saturday,02:30,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,08:31,NORTHERN,"ARREST, BOOKED"
VANDALISM,Sunday,20:11,TENDERLOIN,NONE
LARCENY/THEFT,Sunday,18:45,NORTHERN,NONE
VANDALISM,Saturday,02:17,SOUTHERN,NONE
VANDALISM,Sunday,21:00,PARK,NONE
DRUG/NARCOTIC,Friday,16:38,PARK,"ARREST, BOOKED"
WARRANTS,Saturday,02:25,MISSION,"ARREST, BOOKED"
MISSING PERSON,Thursday,11:00,SOUTHERN,NONE
LARCENY/THEFT,Thursday,12:00,SOUTHERN,NONE
ASSAULT,Saturday,15:22,SOUTHERN,NONE
DRUG/NARCOTIC,Friday,13:06,MISSION,"ARREST, BOOKED"
ASSAULT,Tuesday,18:30,CENTRAL,NONE
VANDALISM,Monday,20:30,CENTRAL,NONE
DRUG/NARCOTIC,Thursday,16:00,INGLESIDE,"ARREST, BOOKED"
DRUNKENNESS,Friday,14:00,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,18:30,RICHMOND,NONE
SUSPICIOUS OCC,Saturday,18:20,BAYVIEW,NONE
NON-CRIMINAL,Tuesday,17:49,TARAVAL,NONE
NON-CRIMINAL,Tuesday,16:52,SOUTHERN,NONE
VANDALISM,Thursday,09:15,SOUTHERN,NONE
BURGLARY,Monday,10:13,MISSION,NONE
NON-CRIMINAL,Tuesday,12:00,INGLESIDE,NONE
LARCENY/THEFT,Friday,12:00,RICHMOND,NONE
LARCENY/THEFT,Thursday,19:15,INGLESIDE,NONE
OTHER OFFENSES,Sunday,23:32,SOUTHERN,"ARREST, BOOKED"
FRAUD,Friday,19:00,CENTRAL,NONE
MISSING PERSON,Thursday,15:15,RICHMOND,NONE
VEHICLE THEFT,Thursday,21:00,MISSION,NONE
NON-CRIMINAL,Sunday,08:32,SOUTHERN,NONE
WEAPON LAWS,Sunday,15:34,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,17:25,MISSION,NONE
LARCENY/THEFT,Monday,19:23,SOUTHERN,NONE
LARCENY/THEFT,Sunday,12:45,CENTRAL,NONE
NON-CRIMINAL,Saturday,20:45,TARAVAL,NONE
ASSAULT,Sunday,20:23,TARAVAL,"ARREST, BOOKED"
ROBBERY,Thursday,17:35,MISSION,NONE
LARCENY/THEFT,Monday,01:00,CENTRAL,NONE
LARCENY/THEFT,Tuesday,10:00,NORTHERN,NONE
LARCENY/THEFT,Friday,12:21,INGLESIDE,NONE
NON-CRIMINAL,Sunday,02:00,NORTHERN,NONE
VANDALISM,Saturday,23:18,TENDERLOIN,NONE
WARRANTS,Saturday,13:30,TARAVAL,"ARREST, BOOKED"
NON-CRIMINAL,Monday,14:25,SOUTHERN,NONE
FRAUD,Friday,19:45,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,00:12,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,Saturday,09:55,SOUTHERN,NONE
BURGLARY,Tuesday,08:45,INGLESIDE,"ARREST, BOOKED"
WARRANTS,Monday,15:00,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,16:01,INGLESIDE,"ARREST, BOOKED"
SUSPICIOUS OCC,Saturday,09:30,RICHMOND,NONE
VANDALISM,Monday,08:15,PARK,NONE
LARCENY/THEFT,Tuesday,18:14,BAYVIEW,NONE
LARCENY/THEFT,Monday,15:25,SOUTHERN,"ARREST, BOOKED"
MISSING PERSON,Friday,15:00,INGLESIDE,NONE
NON-CRIMINAL,Friday,15:00,CENTRAL,NONE
NON-CRIMINAL,Tuesday,07:34,MISSION,NONE
LARCENY/THEFT,Sunday,16:23,CENTRAL,NONE
LARCENY/THEFT,Monday,21:00,BAYVIEW,NONE
OTHER OFFENSES,Wednesday,14:20,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Monday,22:00,BAYVIEW,NONE
FRAUD,Tuesday,10:00,INGLESIDE,NONE
OTHER OFFENSES,Saturday,20:53,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Friday,22:30,CENTRAL,NONE
NON-CRIMINAL,Saturday,15:00,MISSION,NONE
ASSAULT,Saturday,18:15,SOUTHERN,NONE
BURGLARY,Wednesday,02:15,BAYVIEW,NONE
OTHER OFFENSES,Saturday,19:12,NORTHERN,"ARREST, BOOKED"
SECONDARY CODES,Wednesday,15:12,TARAVAL,NONE
ASSAULT,Friday,16:00,PARK,"ARREST, BOOKED"
NON-CRIMINAL,Tuesday,15:25,CENTRAL,NONE
STOLEN PROPERTY,Tuesday,18:15,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,16:00,NORTHERN,NONE
NON-CRIMINAL,Monday,23:55,PARK,NONE
ASSAULT,Saturday,11:18,SOUTHERN,NONE
SECONDARY CODES,Monday,03:30,NORTHERN,NONE
OTHER OFFENSES,Friday,14:30,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Monday,16:00,INGLESIDE,NONE
LARCENY/THEFT,Thursday,09:10,BAYVIEW,NONE
FAMILY OFFENSES,Saturday,13:56,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Tuesday,18:30,RICHMOND,NONE
TRESPASS,Thursday,22:13,INGLESIDE,"ARREST, BOOKED"
ASSAULT,Sunday,08:38,TENDERLOIN,NONE
SUSPICIOUS OCC,Saturday,23:00,MISSION,NONE
OTHER OFFENSES,Friday,10:50,NORTHERN,NONE
LARCENY/THEFT,Monday,19:00,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,11:00,TARAVAL,NONE
LARCENY/THEFT,Saturday,15:00,SOUTHERN,NONE
NON-CRIMINAL,Tuesday,17:06,CENTRAL,NONE
VANDALISM,Saturday,10:25,SOUTHERN,NONE
OTHER OFFENSES,Saturday,03:19,NORTHERN,"ARREST, BOOKED"
ROBBERY,Monday,16:45,TARAVAL,NONE
ASSAULT,Friday,16:20,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Thursday,13:03,MISSION,"ARREST, BOOKED"
MISSING PERSON,Thursday,17:00,BAYVIEW,NONE
LARCENY/THEFT,Saturday,12:30,PARK,NONE
ROBBERY,Sunday,06:22,CENTRAL,NONE
VANDALISM,Monday,22:00,CENTRAL,NONE
ASSAULT,Friday,15:12,TENDERLOIN,"ARREST, BOOKED"
NON-CRIMINAL,Thursday,10:54,BAYVIEW,NONE
ROBBERY,Tuesday,12:15,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Saturday,22:30,NORTHERN,NONE
NON-CRIMINAL,Monday,18:00,TARAVAL,NONE
WARRANTS,Monday,13:22,MISSION,"ARREST, BOOKED"
ASSAULT,Saturday,11:30,SOUTHERN,NONE
VANDALISM,Saturday,03:32,MISSION,NONE
ROBBERY,Sunday,04:11,MISSION,"ARREST, BOOKED"
SUSPICIOUS OCC,Friday,17:42,SOUTHERN,NONE
LARCENY/THEFT,Saturday,07:00,NORTHERN,NONE
MISSING PERSON,Saturday,07:00,TENDERLOIN,NONE
LARCENY/THEFT,Saturday,21:30,MISSION,NONE
NON-CRIMINAL,Saturday,21:41,MISSION,NONE
LARCENY/THEFT,Monday,20:30,NORTHERN,NONE
VEHICLE THEFT,Sunday,22:00,PARK,NONE
VEHICLE THEFT,Saturday,11:00,INGLESIDE,"ARREST, BOOKED"
WARRANTS,Sunday,14:20,TENDERLOIN,"ARREST, BOOKED"
TRESPASS,Thursday,22:37,NORTHERN,"ARREST, BOOKED"
FRAUD,Wednesday,03:26,NORTHERN,"ARREST, BOOKED"
BURGLARY,Monday,23:48,SOUTHERN,"ARREST, BOOKED"
SECONDARY CODES,Friday,03:24,SOUTHERN,NONE
NON-CRIMINAL,Tuesday,01:30,NORTHERN,NONE
NON-CRIMINAL,Wednesday,03:29,BAYVIEW,NONE
ASSAULT,Sunday,12:00,TARAVAL,NONE
VEHICLE THEFT,Friday,22:30,INGLESIDE,NONE
ROBBERY,Saturday,11:00,CENTRAL,NONE
LARCENY/THEFT,Saturday,20:15,NORTHERN,NONE
NON-CRIMINAL,Monday,14:13,NORTHERN,NONE
LARCENY/THEFT,Monday,20:55,MISSION,NONE
LARCENY/THEFT,Sunday,12:15,TARAVAL,NONE
DRUG/NARCOTIC,Thursday,21:36,MISSION,"ARREST, BOOKED"
SUSPICIOUS OCC,Friday,23:44,TENDERLOIN,NONE
OTHER OFFENSES,Sunday,00:05,NORTHERN,NONE
BURGLARY,Wednesday,18:00,RICHMOND,NONE
NON-CRIMINAL,Monday,14:30,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,Wednesday,15:22,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,15:00,CENTRAL,NONE
BURGLARY,Friday,18:30,PARK,NONE
LARCENY/THEFT,Friday,01:00,RICHMOND,NONE
LARCENY/THEFT,Sunday,16:30,SOUTHERN,NONE
OTHER OFFENSES,Tuesday,12:25,PARK,"ARREST, BOOKED"
LARCENY/THEFT,Monday,22:50,SOUTHERN,NONE
LARCENY/THEFT,Tuesday,03:00,MISSION,NONE
LARCENY/THEFT,Wednesday,08:40,PARK,NONE
WEAPON LAWS,Sunday,13:50,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Sunday,17:10,BAYVIEW,NONE
"SEX OFFENSES, FORCIBLE",Friday,20:15,MISSION,"ARREST, BOOKED"
VANDALISM,Saturday,17:00,MISSION,NONE
DRUG/NARCOTIC,Thursday,16:05,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,Monday,18:30,INGLESIDE,NONE
LARCENY/THEFT,Saturday,19:20,NORTHERN,NONE
LARCENY/THEFT,Monday,21:36,PARK,"ARREST, BOOKED"
SUSPICIOUS OCC,Saturday,16:30,NORTHERN,NONE
VANDALISM,Wednesday,20:10,SOUTHERN,NONE
LARCENY/THEFT,Thursday,10:09,CENTRAL,NONE
LARCENY/THEFT,Saturday,16:00,SOUTHERN,NONE
VEHICLE THEFT,Monday,17:00,SOUTHERN,"ARREST, BOOKED"
TRESPASS,Thursday,09:57,MISSION,NONE
NON-CRIMINAL,Monday,17:06,SOUTHERN,NONE
BURGLARY,Wednesday,12:45,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,Friday,23:40,SOUTHERN,NONE
OTHER OFFENSES,Sunday,01:31,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,Thursday,15:35,CENTRAL,NONE
LARCENY/THEFT,Friday,23:00,BAYVIEW,NONE
LARCENY/THEFT,Sunday,20:30,RICHMOND,NONE
ASSAULT,Monday,12:15,BAYVIEW,NONE
ASSAULT,Saturday,17:00,RICHMOND,NONE
WARRANTS,Friday,19:35,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Sunday,01:20,CENTRAL,NONE
ROBBERY,Wednesday,00:10,CENTRAL,NONE
WARRANTS,Saturday,07:53,NORTHERN,"ARREST, BOOKED"
ROBBERY,Tuesday,22:25,TARAVAL,NONE
BURGLARY,Thursday,17:30,TARAVAL,NONE
WARRANTS,Saturday,04:37,PARK,"ARREST, BOOKED"
NON-CRIMINAL,Monday,00:30,MISSION,NONE
ASSAULT,Wednesday,13:00,RICHMOND,NONE
ASSAULT,Saturday,23:15,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,Tuesday,13:03,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,Wednesday,18:30,SOUTHERN,NONE
OTHER OFFENSES,Saturday,00:25,CENTRAL,NONE
FRAUD,Saturday,07:30,CENTRAL,NONE
WARRANTS,Monday,21:00,SOUTHERN,"ARREST, BOOKED"
FRAUD,Sunday,01:00,MISSION,NONE
ASSAULT,Friday,12:12,TENDERLOIN,NONE
LARCENY/THEFT,Saturday,14:30,CENTRAL,NONE
LARCENY/THEFT,Tuesday,10:30,SOUTHERN,NONE
ASSAULT,Saturday,19:45,SOUTHERN,NONE
NON-CRIMINAL,Sunday,09:34,SOUTHERN,NONE
LARCENY/THEFT,Wednesday,19:00,TARAVAL,NONE
MISSING PERSON,Sunday,15:24,BAYVIEW,NONE
VANDALISM,Wednesday,12:30,CENTRAL,NONE
LARCENY/THEFT,Saturday,10:56,CENTRAL,NONE
LARCENY/THEFT,Thursday,20:30,INGLESIDE,NONE
ASSAULT,Friday,17:43,TARAVAL,NONE
ASSAULT,Tuesday,14:40,NORTHERN,NONE
NON-CRIMINAL,Friday,22:30,SOUTHERN,NONE
ASSAULT,Friday,19:08,INGLESIDE,"ARREST, BOOKED"
SUSPICIOUS OCC,Saturday,16:10,PARK,NONE
OTHER OFFENSES,Thursday,21:20,INGLESIDE,"ARREST, BOOKED"
LARCENY/THEFT,Friday,20:10,NORTHERN,NONE
NON-CRIMINAL,Saturday,00:01,CENTRAL,NONE
ASSAULT,Sunday,12:10,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,Saturday,23:41,NORTHERN,"ARREST, BOOKED"
SECONDARY CODES,Sunday,18:31,INGLESIDE,NONE
OTHER OFFENSES,Tuesday,21:05,SOUTHERN,"ARREST, BOOKED"
VEHICLE THEFT,Sunday,11:30,TENDERLOIN,NONE
LARCENY/THEFT,Tuesday,18:00,INGLESIDE,NONE
VEHICLE THEFT,Monday,08:30,RICHMOND,NONE
ASSAULT,Friday,05:48,MISSION,NONE
FORGERY/COUNTERFEITING,Thursday,17:55,SOUTHERN,"ARREST, BOOKED"
ASSAULT,Saturday,00:01,CENTRAL,NONE
LARCENY/THEFT,Thursday,19:00,NORTHERN,NONE
LARCENY/THEFT,Sunday,02:15,MISSION,NONE
WARRANTS,Tuesday,14:22,SOUTHERN,"ARREST, BOOKED"
